"date","station","land_use","method","lengths"
"2014-11-12","BE-Vie","Mixed forests","Osman et al.",50
"1997-07-23","BE-Vie","Mixed forests","Alencar et al.",42
"1999-07-09","BE-Vie","Mixed forests","Alencar et al.",35
"2001-04-30","BE-Vie","Mixed forests","Alencar et al.",35
"2003-06-18","BE-Vie","Mixed forests","Alencar et al.",35
"2004-09-30","BE-Vie","Mixed forests","Alencar et al.",28
"2005-05-28","BE-Vie","Mixed forests","Alencar et al.",28
"2005-08-27","BE-Vie","Mixed forests","Alencar et al.",28
"2006-06-04","BE-Vie","Mixed forests","Alencar et al.",56
"2007-03-19","BE-Vie","Mixed forests","Alencar et al.",49
"2007-10-01","BE-Vie","Mixed forests","Alencar et al.",28
"2008-04-15","BE-Vie","Mixed forests","Alencar et al.",42
"2009-05-14","BE-Vie","Mixed forests","Alencar et al.",28
"2009-08-06","BE-Vie","Mixed forests","Alencar et al.",49
"2012-07-22","BE-Vie","Mixed forests","Alencar et al.",56
"2013-06-25","BE-Vie","Mixed forests","Alencar et al.",49
"1999-06-05","BE-Vie","Mixed forests","Mod. Ford and Labosier",30
"2001-06-25","BE-Vie","Mixed forests","Mod. Ford and Labosier",25
"2002-08-24","BE-Vie","Mixed forests","Mod. Ford and Labosier",35
"2003-06-10","BE-Vie","Mixed forests","Mod. Ford and Labosier",40
"2005-08-14","BE-Vie","Mixed forests","Mod. Ford and Labosier",35
"1997-02-05","BE-Vie","Mixed forests","Multi-criteria",28
"1998-02-05","BE-Vie","Mixed forests","Multi-criteria",28
"1999-07-09","BE-Vie","Mixed forests","Multi-criteria",28
"1999-09-03","BE-Vie","Mixed forests","Multi-criteria",28
"2000-04-01","BE-Vie","Mixed forests","Multi-criteria",84
"2003-04-09","BE-Vie","Mixed forests","Multi-criteria",28
"2003-05-21","BE-Vie","Mixed forests","Multi-criteria",28
"2006-06-11","BE-Vie","Mixed forests","Multi-criteria",49
"2006-09-03","BE-Vie","Mixed forests","Multi-criteria",28
"2009-03-19","BE-Vie","Mixed forests","Multi-criteria",42
"2009-08-06","BE-Vie","Mixed forests","Multi-criteria",28
"2010-06-04","BE-Vie","Mixed forests","Multi-criteria",42
"2013-07-02","BE-Vie","Mixed forests","Multi-criteria",35
"2014-02-12","BE-Vie","Mixed forests","Multi-criteria",28
"2004-01-31","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2004-10-02","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2005-08-29","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2005-10-28","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2006-06-15","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2007-02-15","CH-Lae","Mixed forests","Mo and Lettenmeier",10
"2007-04-11","CH-Lae","Mixed forests","Mo and Lettenmeier",20
"2007-05-21","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2007-07-15","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2007-09-13","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2008-01-16","CH-Lae","Mixed forests","Mo and Lettenmeier",15
"2008-02-25","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2008-05-10","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2008-05-25","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2008-06-19","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2008-07-29","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2009-04-06","CH-Lae","Mixed forests","Mo and Lettenmeier",10
"2009-05-16","CH-Lae","Mixed forests","Mo and Lettenmeier",10
"2009-06-30","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2009-08-14","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2009-08-24","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2010-03-22","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2010-07-05","CH-Lae","Mixed forests","Mo and Lettenmeier",10
"2011-02-05","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2011-04-06","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2011-04-16","CH-Lae","Mixed forests","Mo and Lettenmeier",10
"2011-05-06","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2011-05-16","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2011-08-19","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2011-09-13","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2011-11-02","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2012-03-21","CH-Lae","Mixed forests","Mo and Lettenmeier",10
"2012-04-25","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2012-08-18","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2012-10-17","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2013-07-20","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2013-07-30","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2013-10-18","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2014-02-15","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2014-06-05","CH-Lae","Mixed forests","Mo and Lettenmeier",5
"2004-11-01","CH-Lae","Mixed forests","Ford and Labosier",40
"2005-05-31","CH-Lae","Mixed forests","Ford and Labosier",40
"2005-10-28","CH-Lae","Mixed forests","Ford and Labosier",30
"2006-06-05","CH-Lae","Mixed forests","Ford and Labosier",65
"2006-10-08","CH-Lae","Mixed forests","Ford and Labosier",40
"2007-10-08","CH-Lae","Mixed forests","Ford and Labosier",40
"2008-05-05","CH-Lae","Mixed forests","Ford and Labosier",35
"2009-08-09","CH-Lae","Mixed forests","Ford and Labosier",40
"2011-04-11","CH-Lae","Mixed forests","Ford and Labosier",35
"2011-11-07","CH-Lae","Mixed forests","Ford and Labosier",30
"2007-03-26","CH-Lae","Mixed forests","Pendergrass et al.",49
"2008-01-08","CH-Lae","Mixed forests","Pendergrass et al.",56
"2008-04-22","CH-Lae","Mixed forests","Pendergrass et al.",28
"2010-06-18","CH-Lae","Mixed forests","Pendergrass et al.",28
"2010-10-22","CH-Lae","Mixed forests","Pendergrass et al.",28
"2012-04-15","CH-Lae","Mixed forests","Pendergrass et al.",28
"2013-07-02","CH-Lae","Mixed forests","Pendergrass et al.",35
"2013-11-19","CH-Lae","Mixed forests","Pendergrass et al.",50
"2014-01-22","CH-Lae","Mixed forests","Pendergrass et al.",35
"2014-12-03","CH-Lae","Mixed forests","Pendergrass et al.",28
"2004-01-23","CH-Lae","Mixed forests","Noguera et al.",39
"2005-05-17","CH-Lae","Mixed forests","Noguera et al.",31
"2005-08-17","CH-Lae","Mixed forests","Noguera et al.",31
"2005-10-02","CH-Lae","Mixed forests","Noguera et al.",46
"2006-06-02","CH-Lae","Mixed forests","Noguera et al.",61
"2006-10-02","CH-Lae","Mixed forests","Noguera et al.",39
"2007-03-17","CH-Lae","Mixed forests","Noguera et al.",46
"2007-09-10","CH-Lae","Mixed forests","Noguera et al.",43
"2008-04-17","CH-Lae","Mixed forests","Noguera et al.",46
"2008-09-10","CH-Lae","Mixed forests","Noguera et al.",30
"2009-07-17","CH-Lae","Mixed forests","Noguera et al.",55
"2010-06-17","CH-Lae","Mixed forests","Noguera et al.",30
"2010-08-23","CH-Lae","Mixed forests","Noguera et al.",31
"2011-01-10","CH-Lae","Mixed forests","Noguera et al.",38
"2012-02-10","CH-Lae","Mixed forests","Noguera et al.",29
"2012-07-10","CH-Lae","Mixed forests","Noguera et al.",38
"2013-06-10","CH-Lae","Mixed forests","Noguera et al.",61
"2013-11-17","CH-Lae","Mixed forests","Noguera et al.",36
"2014-05-10","CH-Lae","Mixed forests","Noguera et al.",44
"2004-03-11","CH-Lae","Mixed forests","Christian et al.",85
"2004-08-18","CH-Lae","Mixed forests","Christian et al.",120
"2005-04-21","CH-Lae","Mixed forests","Christian et al.",65
"2006-04-16","CH-Lae","Mixed forests","Christian et al.",100
"2006-10-03","CH-Lae","Mixed forests","Christian et al.",55
"2007-09-08","CH-Lae","Mixed forests","Christian et al.",40
"2008-01-16","CH-Lae","Mixed forests","Christian et al.",35
"2008-03-21","CH-Lae","Mixed forests","Christian et al.",50
"2009-08-14","CH-Lae","Mixed forests","Christian et al.",55
"2010-10-23","CH-Lae","Mixed forests","Christian et al.",45
"2010-12-22","CH-Lae","Mixed forests","Christian et al.",35
"2011-08-04","CH-Lae","Mixed forests","Christian et al.",60
"2011-10-18","CH-Lae","Mixed forests","Christian et al.",30
"2013-03-22","CH-Lae","Mixed forests","Christian et al.",30
"2013-05-16","CH-Lae","Mixed forests","Christian et al.",35
"2014-01-31","CH-Lae","Mixed forests","Christian et al.",35
"2004-11-01","CH-Lae","Mixed forests","Osman et al.",131
"2005-05-26","CH-Lae","Mixed forests","Osman et al.",45
"2006-01-26","CH-Lae","Mixed forests","Osman et al.",50
"2006-06-05","CH-Lae","Mixed forests","Osman et al.",30
"2006-10-08","CH-Lae","Mixed forests","Osman et al.",35
"2007-04-01","CH-Lae","Mixed forests","Osman et al.",75
"2007-10-03","CH-Lae","Mixed forests","Osman et al.",40
"2008-04-25","CH-Lae","Mixed forests","Osman et al.",40
"2008-06-19","CH-Lae","Mixed forests","Osman et al.",25
"2008-07-24","CH-Lae","Mixed forests","Osman et al.",20
"2009-07-20","CH-Lae","Mixed forests","Osman et al.",105
"2010-06-25","CH-Lae","Mixed forests","Osman et al.",30
"2011-03-22","CH-Lae","Mixed forests","Osman et al.",50
"2011-07-30","CH-Lae","Mixed forests","Osman et al.",30
"2005-05-28","CH-Lae","Mixed forests","Alencar et al.",28
"2006-06-04","CH-Lae","Mixed forests","Alencar et al.",49
"2006-10-01","CH-Lae","Mixed forests","Alencar et al.",28
"2007-03-26","CH-Lae","Mixed forests","Alencar et al.",49
"2007-09-24","CH-Lae","Mixed forests","Alencar et al.",35
"2008-04-22","CH-Lae","Mixed forests","Alencar et al.",42
"2009-07-23","CH-Lae","Mixed forests","Alencar et al.",56
"2010-04-02","CH-Lae","Mixed forests","Alencar et al.",28
"2010-06-18","CH-Lae","Mixed forests","Alencar et al.",35
"2010-09-03","CH-Lae","Mixed forests","Alencar et al.",42
"2011-08-20","CH-Lae","Mixed forests","Alencar et al.",28
"2012-03-04","CH-Lae","Mixed forests","Alencar et al.",28
"2012-07-22","CH-Lae","Mixed forests","Alencar et al.",28
"2013-07-02","CH-Lae","Mixed forests","Alencar et al.",35
"2014-05-14","CH-Lae","Mixed forests","Alencar et al.",49
"2005-05-21","CH-Lae","Mixed forests","Mod. Ford and Labosier",35
"2006-05-31","CH-Lae","Mixed forests","Mod. Ford and Labosier",60
"2006-10-03","CH-Lae","Mixed forests","Mod. Ford and Labosier",40
"2007-09-18","CH-Lae","Mixed forests","Mod. Ford and Labosier",40
"2008-04-20","CH-Lae","Mixed forests","Mod. Ford and Labosier",40
"2009-07-25","CH-Lae","Mixed forests","Mod. Ford and Labosier",40
"2011-04-06","CH-Lae","Mixed forests","Mod. Ford and Labosier",30
"2006-06-11","CH-Lae","Mixed forests","Multi-criteria",49
"2006-09-03","CH-Lae","Mixed forests","Multi-criteria",28
"2009-03-19","CH-Lae","Mixed forests","Multi-criteria",42
"2009-08-06","CH-Lae","Mixed forests","Multi-criteria",28
"2010-06-04","CH-Lae","Mixed forests","Multi-criteria",42
"2013-07-02","CH-Lae","Mixed forests","Multi-criteria",35
"2014-02-12","CH-Lae","Mixed forests","Multi-criteria",28
"2004-03-16","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2004-05-15","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2005-03-17","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2005-05-01","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2005-05-26","CH-Oe2","Croplands","Mo and Lettenmeier",10
"2005-06-15","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2005-08-29","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2006-06-30","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2006-07-10","CH-Oe2","Croplands","Mo and Lettenmeier",15
"2006-09-03","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2006-09-13","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2006-10-28","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2006-11-22","CH-Oe2","Croplands","Mo and Lettenmeier",10
"2007-01-16","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2007-02-20","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2007-04-11","CH-Oe2","Croplands","Mo and Lettenmeier",20
"2007-05-21","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2007-08-24","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2007-10-03","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2008-06-19","CH-Oe2","Croplands","Mo and Lettenmeier",10
"2008-08-03","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2009-04-06","CH-Oe2","Croplands","Mo and Lettenmeier",10
"2009-05-21","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2009-08-14","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2010-07-05","CH-Oe2","Croplands","Mo and Lettenmeier",10
"2011-04-06","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2011-05-06","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2012-03-26","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2013-07-20","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2013-07-30","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2014-03-07","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2014-03-17","CH-Oe2","Croplands","Mo and Lettenmeier",5
"2014-06-05","CH-Oe2","Croplands","Mo and Lettenmeier",10
"2004-04-25","CH-Oe2","Croplands","Ford and Labosier",40
"2004-06-19","CH-Oe2","Croplands","Ford and Labosier",35
"2004-09-17","CH-Oe2","Croplands","Ford and Labosier",40
"2005-02-25","CH-Oe2","Croplands","Ford and Labosier",40
"2005-07-20","CH-Oe2","Croplands","Ford and Labosier",25
"2005-11-12","CH-Oe2","Croplands","Ford and Labosier",40
"2006-01-06","CH-Oe2","Croplands","Ford and Labosier",40
"2007-10-08","CH-Oe2","Croplands","Ford and Labosier",40
"2007-12-12","CH-Oe2","Croplands","Ford and Labosier",30
"2008-05-05","CH-Oe2","Croplands","Ford and Labosier",35
"2008-06-24","CH-Oe2","Croplands","Ford and Labosier",40
"2008-10-02","CH-Oe2","Croplands","Ford and Labosier",40
"2008-12-26","CH-Oe2","Croplands","Ford and Labosier",31
"2009-02-15","CH-Oe2","Croplands","Ford and Labosier",25
"2009-03-17","CH-Oe2","Croplands","Ford and Labosier",40
"2009-08-14","CH-Oe2","Croplands","Ford and Labosier",40
"2011-05-16","CH-Oe2","Croplands","Ford and Labosier",35
"2011-07-30","CH-Oe2","Croplands","Ford and Labosier",35
"2012-01-31","CH-Oe2","Croplands","Ford and Labosier",35
"2014-01-16","CH-Oe2","Croplands","Ford and Labosier",30
"2014-05-31","CH-Oe2","Croplands","Ford and Labosier",40
"2007-03-26","CH-Oe2","Croplands","Pendergrass et al.",63
"2009-04-02","CH-Oe2","Croplands","Pendergrass et al.",28
"2009-08-06","CH-Oe2","Croplands","Pendergrass et al.",35
"2010-06-18","CH-Oe2","Croplands","Pendergrass et al.",35
"2010-10-15","CH-Oe2","Croplands","Pendergrass et al.",42
"2004-01-23","CH-Oe2","Croplands","Noguera et al.",39
"2006-10-02","CH-Oe2","Croplands","Noguera et al.",39
"2007-03-17","CH-Oe2","Croplands","Noguera et al.",46
"2008-09-10","CH-Oe2","Croplands","Noguera et al.",30
"2011-01-10","CH-Oe2","Croplands","Noguera et al.",38
"2012-07-10","CH-Oe2","Croplands","Noguera et al.",38
"2004-02-25","CH-Oe2","Croplands","Christian et al.",35
"2004-04-20","CH-Oe2","Croplands","Christian et al.",75
"2005-06-05","CH-Oe2","Croplands","Christian et al.",40
"2006-12-22","CH-Oe2","Croplands","Christian et al.",105
"2007-09-28","CH-Oe2","Croplands","Christian et al.",55
"2009-01-11","CH-Oe2","Croplands","Christian et al.",50
"2010-01-26","CH-Oe2","Croplands","Christian et al.",95
"2010-09-03","CH-Oe2","Croplands","Christian et al.",40
"2010-11-07","CH-Oe2","Croplands","Christian et al.",30
"2011-02-05","CH-Oe2","Croplands","Christian et al.",30
"2011-06-25","CH-Oe2","Croplands","Christian et al.",35
"2011-08-09","CH-Oe2","Croplands","Christian et al.",40
"2011-12-27","CH-Oe2","Croplands","Christian et al.",55
"2012-03-16","CH-Oe2","Croplands","Christian et al.",80
"2012-07-14","CH-Oe2","Croplands","Christian et al.",35
"2004-11-01","CH-Oe2","Croplands","Osman et al.",45
"2005-12-12","CH-Oe2","Croplands","Osman et al.",20
"2006-06-05","CH-Oe2","Croplands","Osman et al.",20
"2007-10-08","CH-Oe2","Croplands","Osman et al.",35
"2008-05-05","CH-Oe2","Croplands","Osman et al.",70
"2008-07-24","CH-Oe2","Croplands","Osman et al.",60
"2008-12-26","CH-Oe2","Croplands","Osman et al.",26
"2009-03-17","CH-Oe2","Croplands","Osman et al.",120
"2009-08-14","CH-Oe2","Croplands","Osman et al.",65
"2009-11-07","CH-Oe2","Croplands","Osman et al.",50
"2007-03-26","CH-Oe2","Croplands","Alencar et al.",49
"2007-09-24","CH-Oe2","Croplands","Alencar et al.",35
"2012-07-22","CH-Oe2","Croplands","Alencar et al.",28
"2014-05-28","CH-Oe2","Croplands","Alencar et al.",28
"2004-04-20","CH-Oe2","Croplands","Mod. Ford and Labosier",25
"2004-06-14","CH-Oe2","Croplands","Mod. Ford and Labosier",35
"2004-09-12","CH-Oe2","Croplands","Mod. Ford and Labosier",30
"2005-07-15","CH-Oe2","Croplands","Mod. Ford and Labosier",25
"2007-10-03","CH-Oe2","Croplands","Mod. Ford and Labosier",35
"2008-04-30","CH-Oe2","Croplands","Mod. Ford and Labosier",75
"2008-09-27","CH-Oe2","Croplands","Mod. Ford and Labosier",25
"2009-03-12","CH-Oe2","Croplands","Mod. Ford and Labosier",40
"2009-08-09","CH-Oe2","Croplands","Mod. Ford and Labosier",25
"2011-05-01","CH-Oe2","Croplands","Mod. Ford and Labosier",40
"2011-07-25","CH-Oe2","Croplands","Mod. Ford and Labosier",35
"2014-05-26","CH-Oe2","Croplands","Mod. Ford and Labosier",35
"2006-06-11","CH-Oe2","Croplands","Multi-criteria",49
"2006-09-03","CH-Oe2","Croplands","Multi-criteria",28
"2009-03-19","CH-Oe2","Croplands","Multi-criteria",42
"2009-08-06","CH-Oe2","Croplands","Multi-criteria",28
"2010-06-04","CH-Oe2","Croplands","Multi-criteria",42
"2013-07-02","CH-Oe2","Croplands","Multi-criteria",35
"2014-02-12","CH-Oe2","Croplands","Multi-criteria",28
"2001-05-11","DE-Geb","Croplands","Mo and Lettenmeier",5
"2001-10-13","DE-Geb","Croplands","Mo and Lettenmeier",5
"2002-01-21","DE-Geb","Croplands","Mo and Lettenmeier",5
"2002-01-31","DE-Geb","Croplands","Mo and Lettenmeier",15
"2002-08-29","DE-Geb","Croplands","Mo and Lettenmeier",5
"2003-03-07","DE-Geb","Croplands","Mo and Lettenmeier",5
"2003-04-21","DE-Geb","Croplands","Mo and Lettenmeier",5
"2004-10-22","DE-Geb","Croplands","Mo and Lettenmeier",5
"2005-06-20","DE-Geb","Croplands","Mo and Lettenmeier",5
"2006-06-10","DE-Geb","Croplands","Mo and Lettenmeier",5
"2006-06-20","DE-Geb","Croplands","Mo and Lettenmeier",5
"2006-07-10","DE-Geb","Croplands","Mo and Lettenmeier",5
"2006-07-20","DE-Geb","Croplands","Mo and Lettenmeier",10
"2006-09-13","DE-Geb","Croplands","Mo and Lettenmeier",10
"2006-11-17","DE-Geb","Croplands","Mo and Lettenmeier",10
"2007-02-15","DE-Geb","Croplands","Mo and Lettenmeier",5
"2007-04-11","DE-Geb","Croplands","Mo and Lettenmeier",5
"2007-06-05","DE-Geb","Croplands","Mo and Lettenmeier",10
"2008-05-10","DE-Geb","Croplands","Mo and Lettenmeier",5
"2008-11-06","DE-Geb","Croplands","Mo and Lettenmeier",5
"2009-08-24","DE-Geb","Croplands","Mo and Lettenmeier",5
"2009-11-22","DE-Geb","Croplands","Mo and Lettenmeier",5
"2010-03-22","DE-Geb","Croplands","Mo and Lettenmeier",5
"2010-06-25","DE-Geb","Croplands","Mo and Lettenmeier",10
"2010-11-02","DE-Geb","Croplands","Mo and Lettenmeier",5
"2011-04-06","DE-Geb","Croplands","Mo and Lettenmeier",5
"2011-09-23","DE-Geb","Croplands","Mo and Lettenmeier",15
"2012-05-20","DE-Geb","Croplands","Mo and Lettenmeier",5
"2012-07-24","DE-Geb","Croplands","Mo and Lettenmeier",5
"2012-08-18","DE-Geb","Croplands","Mo and Lettenmeier",5
"2012-09-07","DE-Geb","Croplands","Mo and Lettenmeier",5
"2012-12-26","DE-Geb","Croplands","Mo and Lettenmeier",5
"2013-06-15","DE-Geb","Croplands","Mo and Lettenmeier",5
"2013-07-30","DE-Geb","Croplands","Mo and Lettenmeier",5
"2014-02-20","DE-Geb","Croplands","Mo and Lettenmeier",5
"2014-03-17","DE-Geb","Croplands","Mo and Lettenmeier",5
"2014-04-01","DE-Geb","Croplands","Mo and Lettenmeier",10
"2014-06-05","DE-Geb","Croplands","Mo and Lettenmeier",5
"2014-09-28","DE-Geb","Croplands","Mo and Lettenmeier",5
"2014-12-22","DE-Geb","Croplands","Mo and Lettenmeier",5
"2003-11-07","DE-Geb","Croplands","Ford and Labosier",40
"2004-05-15","DE-Geb","Croplands","Ford and Labosier",40
"2004-07-29","DE-Geb","Croplands","Ford and Labosier",40
"2009-01-21","DE-Geb","Croplands","Ford and Labosier",40
"2009-05-11","DE-Geb","Croplands","Ford and Labosier",80
"2010-06-10","DE-Geb","Croplands","Ford and Labosier",40
"2011-01-06","DE-Geb","Croplands","Ford and Labosier",40
"2011-09-08","DE-Geb","Croplands","Ford and Labosier",40
"2012-07-09","DE-Geb","Croplands","Ford and Labosier",40
"2012-08-28","DE-Geb","Croplands","Ford and Labosier",70
"2013-06-25","DE-Geb","Croplands","Ford and Labosier",40
"2013-11-27","DE-Geb","Croplands","Ford and Labosier",40
"2014-01-11","DE-Geb","Croplands","Ford and Labosier",40
"2014-06-05","DE-Geb","Croplands","Ford and Labosier",40
"2001-04-30","DE-Geb","Croplands","Pendergrass et al.",28
"2002-01-15","DE-Geb","Croplands","Pendergrass et al.",28
"2003-07-30","DE-Geb","Croplands","Pendergrass et al.",28
"2004-09-30","DE-Geb","Croplands","Pendergrass et al.",28
"2006-08-27","DE-Geb","Croplands","Pendergrass et al.",28
"2007-04-09","DE-Geb","Croplands","Pendergrass et al.",28
"2009-11-05","DE-Geb","Croplands","Pendergrass et al.",28
"2010-10-22","DE-Geb","Croplands","Pendergrass et al.",28
"2011-03-19","DE-Geb","Croplands","Pendergrass et al.",35
